protein,0min,5min,15min,30min,60min,120min
IPI00133977.3_Nap1l4_117,0.864271837,0.175973216,0.508599383,-0.140594485,0.510791383,-1.919041334
IPI00854013.1_AI846148_254,-0.835355309,-0.548539831,-1.062023445,0.770860893,1.499441268,0.175616424
IPI00378324.3_1700030K09Rik_198,1.281161191,-0.100961138,1.026711462,-0.296631413,-1.392016003,-0.518264099
IPI00720036.1_Mprip_997,0.542566986,0.894000034,0.363226163,-1.783311008,-0.553272177,0.536790002
IPI00608091.1_Usp47_1018,0.400508866,1.626451318,0.353692813,-0.517886572,-1.113034353,-0.749732071
IPI00762710.3_Mpnd_8,-0.15312654,0.315843114,-0.0218008,0.245354251,1.346592097,-1.732862121
IPI00229801.5_Trp53bp1_716,-0.750927758,1.579237183,0.05207772,0.057212431,0.396239398,-1.333838974
IPI00380332.4_Dusp9_396,-0.040437295,-0.151245769,0.485442041,-0.288493205,1.523242825,-1.528508598
IPI00129519.3_Basp1_31,0.201016043,0.060493099,1.693541556,0.037054208,-0.769959396,-1.22214551
IPI00874512.1_Pml_11,-1.45272668,1.599896527,0.083910024,0.107241152,0.187311213,-0.525632236
IPI00165881.3_Pxn_118,0.507117193,0.369798253,1.223679368,-0.514561179,-1.683568797,0.097535162
IPI00133374.5_Sqstm1_28,-1.527764789,0.472456927,-0.410017714,-0.080681756,1.505474073,0.040533258
IPI00405217.3_Tmem44_423,-0.775712348,-0.655933339,1.836925215,-0.294135694,0.444945455,-0.556089288
IPI00123709.1_Akap12_350,-1.351135092,-0.304388639,-0.354055864,0.084699501,1.702936593,0.221943502
IPI00225609.2_1600021P15Rik_436,-0.584384954,0.631564368,1.708739806,-0.621632302,-0.173380319,-0.9609066
IPI00405217.3_Tmem44_431,-1.71503552,0.898960255,1.052329986,-0.353306118,0.13418776,-0.017136363
IPI00465761.5_Arhgef17_414,-0.502721437,0.916836012,1.001492409,-1.435374187,0.659191468,-0.639424264
IPI00224152.5_Apex1_22,-0.899260718,0.630656591,1.191308594,-0.150271693,0.627065036,-1.39949781
IPI00467327.4_Afap1_343,0.423418694,-0.143548213,1.775351797,-0.816427358,-0.946793597,-0.292001324
IPI00467327.4_Afap1_344,0.423418694,-0.143548213,1.775351797,-0.816427358,-0.946793597,-0.292001324
IPI00110779.3_Tmem192_17,-1.929260351,0.461019828,0.418618031,0.919830131,-0.068639702,0.198432063
IPI00222868.2_Eif4enif1_212,-1.965607501,0.070380719,0.61000831,0.6073483,0.622393748,0.055476425
IPI00409176.1_Cast_599,-1.145816314,-0.583774435,1.546280915,0.02887031,0.763721196,-0.609281672
IPI00117570.3_Gas2_186,-1.456576559,-0.295606118,1.284657002,-0.446692901,-0.054371789,0.968590366
IPI00331291.2_Dnm1_772,-1.984870454,0.555718567,0.098731176,0.134166942,0.662181556,0.534072213
IPI00466384.6_8030462N17Rik_67,-1.821050353,0.133363715,1.145365063,0.455097934,0.311203386,-0.223979745
IPI00742275.1_Kdm2a_713,-1.92473259,-0.181889669,0.864163782,0.428297864,0.388726135,0.425434477
IPI00816914.1_Dock7_182,-1.977696534,0.082337852,0.183213771,0.466031,0.788563419,0.457550491
IPI00420739.2_Trerf1_774,-1.859566698,-0.016068985,0.805157584,0.916364154,0.221756542,-0.067642597
IPI00318048.5_Nop56_545,-1.684432879,-0.631043884,0.576591624,0.953877306,0.719620888,0.065386946
IPI00263016.4_Wiz_1031,-1.789497241,-0.394537929,0.81621258,0.866888896,0.47280986,0.028123834
IPI00311490.4_Phip_1315,-1.760673496,-0.585071071,0.803486793,0.75768004,0.515312247,0.269265487
IPI00118895.1_Sntb2_202,-1.864798592,0.103871716,0.782339058,0.934672166,-0.090082623,0.133998275
IPI00387602.1_Mtss1l_587,-1.976840801,0.59902278,0.697042976,0.472909119,0.071099368,0.136766558
IPI00626289.4_Gkap1_25,1.531255293,-0.873607061,0.833059251,0.044560275,-0.673902743,-0.861365015
IPI00626289.4_Gkap1_27,1.531255293,-0.873607061,0.833059251,0.044560275,-0.673902743,-0.861365015
IPI00626289.4_Gkap1_23,1.531255293,-0.873607061,0.833059251,0.044560275,-0.673902743,-0.861365015
IPI00649326.2_Myo18a_101,0.994956891,0.513601703,0.519033094,0.385198152,-0.749380861,-1.663408979
IPI00895022.1_Slc45a4_41,2.03875388,-0.323798706,-0.402615117,-0.397217354,-0.461540951,-0.453581752
IPI00135660.5_Sdpr_296,1.510099456,0.490117975,-0.214655155,-0.251516278,0.005439999,-1.539485998
IPI00409176.1_Cast_11,1.803151587,0.566287031,-0.536086009,-0.686084917,-0.496981863,-0.650285829
IPI00465812.2_Epb4.1l1_639,1.582801625,0.620778586,-0.987837135,-0.02530384,-0.134601727,-1.055837509
IPI00331291.2_Dnm1_791,1.903460974,0.29817021,-0.727579816,-0.342840255,-0.590097677,-0.541113435
IPI00378438.6_Tns1_1470,1.642862068,0.522911732,0.005670264,-0.248308122,-0.720059639,-1.203076302
IPI00752500.1_Git2_415,1.50801543,0.458431715,0.483891357,-0.386528108,-1.067389882,-0.996420513
IPI00752500.1_Git2_418,1.307886419,0.802670932,0.330680094,-0.209889573,-1.149532976,-1.081814896
IPI00138190.1_Cdh11_791,1.715042055,0.594061542,-0.417942402,-1.085325968,-0.522140351,-0.283694875
IPI00403827.2_Phldb2_389,1.735609734,0.21857743,-0.71980595,-1.05432015,0.293349292,-0.473410356
IPI00153715.5_Prr12_1295,0.488426759,1.292681204,0.250634043,-0.115032451,-0.191061822,-1.725647733
IPI00648830.1_Arhgef10l_279,1.786122132,0.244011273,-1.064478685,-0.772995965,-0.073636897,-0.119021859
IPI00229571.1_Sltm_999,0.688080521,0.761508858,0.241589005,0.832498328,-1.188494405,-1.335182307
IPI00169507.3_Samd14_64,1.676556871,0.133173008,0.152626956,-0.032001463,-0.58837071,-1.341984663
IPI00331076.4_Slk_348,1.405630426,0.967690251,-1.29866413,-0.258366699,-0.433954342,-0.382335506
IPI00331076.4_Slk_347,1.39288935,0.926856344,-1.369183799,-0.306659899,-0.210624635,-0.433277361
IPI00112584.3_Camk2d_330,1.554434134,0.362645834,-0.239276248,0.230590277,-0.443896253,-1.464497743
IPI00223751.2_Arhgap12_213,1.86932655,0.331576099,-0.581800434,-0.193377763,-0.754357591,-0.671366861
IPI00112644.1_Foxj2_172,1.002247915,0.836489805,0.497005203,-0.094369966,-0.606883165,-1.634489793
IPI00112644.1_Foxj2_164,0.941797731,0.955698411,0.45236984,-0.120494438,-0.616965239,-1.612406305
IPI00858099.1_Chd8_564,1.332520578,0.8237568,0.25431035,-0.234429398,-1.258886379,-0.91727195
IPI00407835.2_Ubap2l_633,1.247383597,1.071579854,0.088514331,-0.388889628,-0.786435623,-1.232152532
IPI00116041.4_Cbx4_463,1.522194143,-1.270508223,-0.207070854,0.002130513,0.692433886,-0.739179466
IPI00226439.3_Zhx1_26,1.554968627,0.31528237,-1.234322979,-0.818031374,-0.278651065,0.460754421
IPI00468516.3_D6Wsu116e_873,1.226135666,0.459131291,-1.096351813,-1.251292983,0.717644713,-0.055266874
IPI00752500.1_Git2_421,1.013129261,-0.232206064,1.326057441,-0.031353767,-1.093151476,-0.982475394
IPI00119627.1_Irs1_444,1.983342059,-0.020326934,-0.683908699,-0.324533402,-0.340752223,-0.613820801
IPI00858099.1_Chd8_555,1.109975028,1.058330853,0.307365954,-0.424133715,-1.392595774,-0.658942346
IPI00222766.2_Dopey1_1166,1.790471156,0.300259638,-0.097318798,-1.028549797,-0.774999062,-0.189863136
IPI00128615.1_Gatad2b_487,-0.689672831,0.210474424,1.401951799,0.519105804,0.055483067,-1.497342263
IPI00858135.1_Rgs12_671,1.736615865,0.296812543,-1.306482562,-0.335458978,-0.197648537,-0.193838332
IPI00858135.1_Rgs12_661,1.736615865,0.296812543,-1.306482562,-0.335458978,-0.197648537,-0.193838332
IPI00330695.5_Fam129b_607,0.05783231,-0.036186093,1.650762796,-0.256911247,0.067656763,-1.483154529
IPI00471007.1_Arhgef11_735,1.863441817,0.253100377,-0.964046681,-0.603077382,-0.373467159,-0.175950971
IPI00112810.2_Anks3_369,1.560634362,0.578956379,-1.0896488,-0.815184138,0.3008403,-0.535598103
IPI00112584.3_Camk2d_331,1.659261461,0.689632326,-0.21825055,-0.73436454,-1.021818959,-0.374459737
IPI00874641.3_Fbxl20_427,0.701764219,0.228786415,-0.994379744,1.233044601,0.209892495,-1.379107985
IPI00850112.1_Synpo_698,0.943424356,0.793262911,-1.47613957,0.197292719,0.531988153,-0.989828569
IPI00850112.1_Synpo_702,1.509968222,0.082243306,-1.31095187,0.640068609,-0.177356448,-0.74397182
IPI00356904.7_Farp1_23,1.153422248,0.689854627,0.841423188,-0.966159158,-0.664887075,-1.053653829
IPI00356904.7_Farp1_20,1.153422248,0.689854627,0.841423188,-0.966159158,-0.664887075,-1.053653829
IPI00379682.1_Tbc1d1_559,1.412001314,0.965693123,-0.335039408,-0.103470429,-0.781825037,-1.157359564
IPI00387234.2_Srpk1_309,1.829191392,0.473505086,-0.723109223,-0.302564349,-0.634912934,-0.642109972
IPI00169507.3_Samd14_179,-0.458418138,0.576798901,1.120720472,0.467071099,0.020834321,-1.727006654
IPI00890038.2_Syne1_8279,1.731852049,-0.169404067,-1.335833609,-0.229129302,-0.25858471,0.261099639
IPI00890038.2_Syne1_8282,1.731852049,-0.169404067,-1.335833609,-0.229129302,-0.25858471,0.261099639
IPI00228716.8_Fat4_4806,1.123617804,1.398886689,-0.740292099,-0.921110749,-0.348777853,-0.512323792
IPI00111523.5_Helb_992,1.726166241,0.553242964,-0.015891568,-0.729301922,-0.818242805,-0.715972909
IPI00480497.1_Trim47_393,0.358655284,1.13009788,0.574787186,0.251777741,-0.647696352,-1.667621739
IPI00282522.3_Wdhd1_821,0.403828028,1.611519409,-1.211766684,-0.093095723,0.149974428,-0.860459457
IPI00515576.5_Ehbp1_310,1.853066384,0.098879661,-0.774891968,0.011387015,-0.947479975,-0.240961117
IPI00855097.1_Tns3_4,-0.794040837,0.18347471,0.649499193,1.011925581,0.555737096,-1.606595742
IPI00127014.1_Terf2ip_200,0.64842804,0.984182161,-0.126950507,-0.436111158,0.655320296,-1.724868832
IPI00453603.1_Rps6kb1_390,0.167293798,-1.57530092,1.457292185,0.19865415,0.261088108,-0.509027321
IPI00453603.1_Rps6kb1_394,1.004284998,-1.532598792,-0.727595151,0.200584726,1.035633095,0.019691125
IPI00918693.1_Fam13c_466,1.598794047,0.757448009,-1.053493701,-0.074644642,-0.596877141,-0.631226573
IPI00885518.1_Hdgfrp2_619,1.86649396,-0.877844097,-0.196181365,-0.618058563,-0.480840021,0.306430085
IPI00111700.1_Rtp4_179,-0.688142581,-0.132040871,1.082030988,1.223323081,-0.134782423,-1.350388194
IPI00111700.1_Rtp4_181,-0.688142581,-0.132040871,1.082030988,1.223323081,-0.134782423,-1.350388194
IPI00653834.2_Rrp8_104,0.668150263,1.182286841,0.39613792,-1.428491794,0.149361871,-0.967445101
IPI00311140.2_Dhx16_105,1.953939593,0.152520933,-0.458377519,-0.453414844,-0.718879246,-0.475788915
IPI00311140.2_Dhx16_103,1.953939593,0.152520933,-0.458377519,-0.453414844,-0.718879246,-0.475788915
IPI00460668.2_Smarca4_699,-0.143333425,1.5651575,0.252910699,0.346449875,-0.62126438,-1.399920269
IPI00263822.7_Prkacb_341,-0.284169247,0.372833181,1.60799924,0.337526408,-0.940629109,-1.093560472
IPI00380354.1_Llgl1_988,1.105869736,0.525191739,-1.007912239,-0.669287523,1.032110402,-0.985972115
IPI00112810.2_Anks3_373,0.878449225,1.046722269,-1.061971987,-1.17733534,0.690666916,-0.376531082
IPI00223286.3_Tprn_501,0.067294599,0.951628756,0.197504647,-0.133680597,0.771414284,-1.854161688
IPI00312128.3_Trim28_601,0.606851246,1.214937855,0.269396553,0.250118474,-0.796706007,-1.544598122
IPI00753701.3_Mdc1_385,-0.081318652,-0.475448533,1.866575594,-0.728171275,0.249480997,-0.83111813
IPI00753701.3_Mdc1_387,-0.081318652,-0.475448533,1.866575594,-0.728171275,0.249480997,-0.83111813
IPI00380354.1_Llgl1_989,0.287375542,1.900803371,-0.377749807,-0.654342175,-0.39744066,-0.758646272
IPI00626851.1_Zeb2_974,1.195222757,1.193026,-0.221010004,-1.310166889,-0.516464138,-0.340607726
IPI00890880.1_Nab2_434,0.631877542,0.954421512,0.241272494,0.662702388,-1.031020951,-1.459252986
IPI00845638.1_Pds5b_1191,1.109004314,0.771348473,-0.678855504,-0.174736969,-1.551800782,0.525040468
IPI00340504.2_Dcaf5_533,0.936593736,0.695441973,0.852920141,-0.228382649,-1.524177955,-0.732395246
IPI00471007.1_Arhgef11_709,-1.000897997,0.545956154,0.924027465,0.634384325,0.406138161,-1.509608109
IPI00471007.1_Arhgef11_712,-0.885565288,0.499316438,1.314485245,0.68923642,-0.331541604,-1.285931211
IPI00323349.2_Tjp2_907,-0.303744648,-0.230890018,1.252845053,-0.096841858,0.930762572,-1.5521311
IPI00308971.1_Igf2r_2347,1.600038252,0.26816685,0.053858166,-0.663883447,-1.38169006,0.123510239
IPI00165688.2_Slc23a2_75,1.056482891,0.915850713,-1.179474419,-1.245472564,0.214685047,0.237928332
IPI00344430.2_Scaf1_695,1.780713051,0.014300108,-0.888808387,0.25701194,-0.196715845,-0.966500867
IPI00344430.2_Scaf1_691,1.780713051,0.014300108,-0.888808387,0.25701194,-0.196715845,-0.966500867
IPI00380354.1_Llgl1_986,0.192036935,1.892756345,-0.276780351,-0.910205734,-0.258529606,-0.639277589
IPI00453800.4_Zfp828_641,1.773848697,0.166117575,-0.295253286,-0.026252922,-0.346469,-1.271991063
IPI00224729.1_Hnrnph1_63,0.672310674,0.146044152,1.3255173,-1.376098558,0.155227295,-0.923000864
IPI00380354.1_Llgl1_982,0.188270816,1.894647997,-0.282106081,-0.917638675,-0.263794621,-0.619379436
IPI00755161.2_Osbp_375,0.800852267,1.452801375,-0.505566468,-1.363037441,-0.366311584,-0.01873815
IPI00857799.1_Snx25_420,-0.718621582,-0.03193484,0.88223166,1.261716762,0.058794129,-1.452186128
IPI00467908.5_Notch2_1846,-0.449411882,-0.695164146,1.726445374,0.567264728,-0.154973003,-0.994161072
IPI00675483.2_NA_1651,0.706128778,0.838683103,0.905331676,-0.534454033,-1.612746689,-0.302942835
IPI00896672.1_Prpf4b_366,1.119187838,-0.307002713,1.04526548,-1.500651468,-0.528385535,0.171586397
IPI00224200.1_Iws1_384,1.424459237,0.456299598,-0.153349454,-1.351394116,-0.836941646,0.460926381
IPI00130173.1_Uba2_548,1.3994865,0.355733531,0.646113777,-0.783729439,-1.344933883,-0.272670485
IPI00153284.2_Bud13_148,1.617647137,0.60628473,-0.028654631,-1.232044771,-0.610015554,-0.353216912
IPI00153284.2_Bud13_144,1.617647137,0.60628473,-0.028654631,-1.232044771,-0.610015554,-0.353216912
IPI00407458.3_Tcf20_612,1.497600707,0.555026662,-0.686297261,-0.397853694,-1.306087571,0.337611157
IPI00318829.5_Phf10_326,-0.633774764,-0.430619643,1.752815373,0.398483258,0.000177005,-1.087081229
IPI00420248.1_Kdm2b_948,-0.356549032,-0.146009716,2.004548488,-0.647314781,-0.27067185,-0.58400311
IPI00420248.1_Kdm2b_952,-0.356549032,-0.146009716,2.004548488,-0.647314781,-0.27067185,-0.58400311
IPI00127417.1_Nme2_122,0.053282194,0.05661583,-0.585780721,-1.134937422,1.821619418,-0.2107993
IPI00153759.1_Ttc4_51,1.455682618,-0.14291115,-1.642699363,-0.006706916,-0.061243958,0.39787877
IPI00808206.1_Acin1_65,0.30002366,1.386818548,0.591704778,-0.853931092,-1.380380563,-0.044235331
IPI00918753.1_Fam13c_460,0.782151468,0.26752091,0.549453925,0.345253705,-1.973505414,0.029125406
IPI00453846.9_Zmym4_121,0.949042452,0.7406359,-1.424923071,0.76853677,-0.961548336,-0.071743715
IPI00857253.1_Atrx_738,0.968477967,-0.314493138,-1.29590485,-0.868284874,1.196405676,0.31379922
IPI00858249.1_Eif4g1_1181,0.494347058,0.235787217,1.349465011,-0.777092164,-1.495893995,0.193386873
IPI00124298.2_Arhgap5_1218,1.029791887,1.326666118,-0.424967636,-1.339697732,-0.175503393,-0.416289245
IPI00466858.3_Trim30_218,1.360963027,0.284638753,-0.714777174,-1.250423108,-0.526212579,0.84581108
IPI00380280.3_Cad_64,-0.142589108,-0.113978497,-0.554992108,1.577688057,0.585461791,-1.351590135
IPI00761357.2_Nufip2_649,0.048813601,1.597643836,-0.29015471,0.276318479,-0.126425196,-1.506196009
IPI00317271.3_Rbl2_8,0.327092999,-1.457627032,0.370267385,0.133527383,1.412688752,-0.785949487
IPI00169521.4_Esf1_689,1.055568894,-1.110340326,-1.200180294,-0.060694929,1.072153508,0.243493148
IPI00169521.4_Esf1_686,1.055568894,-1.110340326,-1.200180294,-0.060694929,1.072153508,0.243493148
IPI00169521.4_Esf1_688,1.055568894,-1.110340326,-1.200180294,-0.060694929,1.072153508,0.243493148
IPI00676243.2_Mtap1a_882,0.642605634,1.642900491,-0.285682396,-1.227124915,-0.417608472,-0.355090342
IPI00453688.1_Sipa1l1_1528,-0.463276828,1.956224372,-0.283226197,0.048994763,-0.424711901,-0.83400421
IPI00395065.2_Dbr1_505,-0.427058193,-0.111363388,-0.550058377,2.010140599,-0.324336946,-0.597323694
IPI00473314.3_Lig1_81,-1.178048563,0.194633769,0.716858976,1.214193592,0.280222801,-1.227860575
IPI00110050.2_Cdk11b_234,1.379102612,0.1612501,-0.786486216,-1.291127445,-0.298017158,0.835278107
IPI00850112.1_Synpo_703,-0.428266118,1.407449136,-1.264793016,0.915114691,0.001792051,-0.631296744
IPI00135443.2_Top2b_1363,0.44803984,-1.972238042,0.213763648,0.106033189,0.854498274,0.349903091
IPI00410804.1_Luc7l_363,-0.336723469,0.118756373,1.942343919,-0.772145055,-0.317632961,-0.634598807
IPI00153284.2_Bud13_187,0.728016774,1.240609918,-0.842399599,-0.212413462,-1.394615291,0.480801659
IPI00153284.2_Bud13_183,0.728016774,1.240609918,-0.842399599,-0.212413462,-1.394615291,0.480801659
IPI00113105.4_Polr3e_162,-0.131006239,-0.363304663,2.017575629,-0.464619913,-0.574041437,-0.484603377
IPI00262991.1_Dnajc1_472,0.499352802,1.393144478,0.415903276,-0.821558867,-1.397833417,-0.089008272
IPI00127602.1_Slc30a4_75,0.636325916,0.206775454,-1.866440115,0.697506565,0.677277744,-0.351445565
IPI00113105.4_Polr3e_161,1.272361914,-0.21589736,1.161003598,-0.864990702,-1.078574153,-0.273903297
IPI00112616.2_Abca2_1327,0.128114394,1.85910126,-0.386420597,-0.989989687,-0.630508166,0.019702795
IPI00112616.2_Abca2_1331,0.128114394,1.85910126,-0.386420597,-0.989989687,-0.630508166,0.019702795
IPI00225616.3_Dennd2a_512,-0.534352567,1.660218111,0.785775972,-0.379383019,-0.873039851,-0.659218646
IPI00112616.2_Abca2_2411,0.541228649,-0.296852913,1.371967669,-0.61736014,-1.462958624,0.463975361
IPI00676162.1_Yeats2_1244,0.243027588,-1.32639296,1.326854826,-1.015365855,0.600660312,0.171216089
IPI00857253.1_Atrx_737,0.190911345,-0.549378935,-1.668800418,0.686013676,1.173988097,0.167266235
IPI00605037.1_Srrm1_400,-0.430397642,1.979158592,-0.138119931,-0.15851254,-0.812575546,-0.439552932
IPI00222426.5_D19Ertd386e_337,0.533314695,-2.015266072,0.113854853,0.353049271,0.480038005,0.535009249
IPI00222426.5_D19Ertd386e_339,0.533314695,-2.015266072,0.113854853,0.353049271,0.480038005,0.535009249
IPI00222426.5_D19Ertd386e_340,0.533314695,-2.015266072,0.113854853,0.353049271,0.480038005,0.535009249
IPI00918972.1_Arhgap21_1739,-0.305620968,1.030256949,1.419755872,-0.808415325,-1.044490406,-0.291486123
IPI00896020.1_Hp1bp3_72,0.188437887,-0.415166975,1.119799957,-1.772780383,0.504973506,0.374736008
IPI00410883.1_Set_15,-0.81538691,-0.16450771,1.235069379,-0.779374332,1.271522414,-0.747322841
IPI00515403.1_Myst2_104,-0.530470076,1.484231904,-1.22233488,-0.241306803,0.900438528,-0.390558673
IPI00137730.7_Pebp1_52,-0.318262544,-0.449872053,1.985130995,-0.82328684,-0.185145954,-0.208563604
IPI00221566.3_Htatsf1_729,0.360477558,1.596105731,-0.601771476,-0.688454596,-1.128284833,0.461927615
IPI00130381.1_Bat3_985,0.06534966,-1.35203503,-0.439173083,1.640453312,-0.331545752,0.416950893
IPI00623570.3_Trip12_1410,-0.0000622,1.604795372,-1.174545009,-0.946994605,0.17257615,0.344230332
IPI00896602.2_NA_239,0.797488892,0.382979368,-0.17890498,-0.818178048,-1.414398344,1.231013113
IPI00896602.2_NA_242,0.767502536,0.188386483,0.168423743,-0.863773691,-1.465754192,1.205215122
IPI00314352.1_Pkd2_821,0.740275632,-0.504016852,-0.168756246,-0.008882886,-1.472861572,1.414241922
IPI00314352.1_Pkd2_818,0.741164564,-0.644600782,0.708395429,-1.430368876,-0.490979525,1.11638919
IPI00652478.3_5730455O13Rik_12,-0.593735194,1.461447331,-0.976895403,-0.926962591,0.802033161,0.234112696
IPI00762371.2_Uhrf1bp1l_1111,0.196473732,1.619917575,-1.270429677,-0.349357604,-0.637698089,0.441094063
IPI00877339.2_Casc3_145,0.370408051,-1.124033011,-0.999460498,-0.424650414,0.932612316,1.245123557
IPI00229801.5_Trp53bp1_631,-0.679115017,-0.593516456,1.979706973,0.00489178,-0.27283114,-0.43913614
IPI00229801.5_Trp53bp1_632,-0.679115017,-0.593516456,1.979706973,0.00489178,-0.27283114,-0.43913614
IPI00229072.2_Pml_42,0.319466511,-1.995818674,0.174582854,0.263479043,0.774172869,0.464117396
IPI00387285.3_Zscan21_285,0.401766894,-2.029094851,0.266109599,0.30922686,0.497899285,0.554092213
IPI00123871.2_Ncor2_955,0.364583614,0.873796394,-1.542697201,-0.9257279,0.380324456,0.849720637
IPI00652159.2_Tcf4_536,-0.318801699,1.948541779,-0.302545076,-0.595890435,-0.805838774,0.074534204
IPI00876259.1_Fnbp1_357,-1.321709474,0.959694056,0.841235797,0.433970565,0.257233786,-1.170424729
IPI00323176.2_Ube2e3_8,-0.967242202,0.782064193,-0.304546726,0.854197115,-1.314489837,0.950017457
IPI00223135.3_Arhgap28_53,-0.499304229,0.787055508,0.88873064,-1.755841366,0.502504973,0.076854474
IPI00895022.1_Slc45a4_44,-1.385198377,1.46264594,0.535973361,0.385656638,-0.557916162,-0.441161399
IPI00129319.3_Ppp1r7_24,-0.921652331,1.008559142,-0.900538509,1.438749937,-0.48139046,-0.143727779
IPI00129319.3_Ppp1r7_27,-0.921652331,1.008559142,-0.900538509,1.438749937,-0.48139046,-0.143727779
IPI00308391.5_Zfp592_146,0.079052585,0.711396169,-1.723006347,-0.488437746,1.078417497,0.342577842
IPI00308391.5_Zfp592_142,0.079052585,0.711396169,-1.723006347,-0.488437746,1.078417497,0.342577842
IPI00308391.5_Zfp592_145,0.079052585,0.711396169,-1.723006347,-0.488437746,1.078417497,0.342577842
IPI00857253.1_Atrx_735,-0.405246153,-0.422177825,-1.524147401,0.793954887,1.274321721,0.283294772
IPI00857253.1_Atrx_736,-0.405246153,-0.422177825,-1.524147401,0.793954887,1.274321721,0.283294772
